-1.652403,-0.474457,0.239587,8.952080
-1.303742,-0.387824,0.232108,9.119159
-0.991780,-0.312884,0.226078,9.245814
-0.707054,-0.246505,0.220936,9.369821
-0.441910,-0.186243,0.216160,9.490474
-0.188766,-0.130019,0.211326,9.607242
0.059182,-0.076195,0.206313,9.720926
0.308509,-0.023357,0.201091,9.833401
0.561781,0.028963,0.195667,9.944938
0.819881,0.080849,0.190090,10.055680
1.083096,0.132257,0.184407,10.165671
1.350891,0.182996,0.178668,10.274633
1.622470,0.232846,0.172920,10.382362
1.897029,0.281614,0.167214,10.488746
2.173762,0.329134,0.161597,10.593733
2.451858,0.375267,0.156116,10.697316
2.730504,0.419905,0.150809,10.799523
3.008888,0.462961,0.145697,10.900376
3.286273,0.504384,0.140771,10.999934
3.562068,0.544156,0.136022,11.098145
3.836232,0.582340,0.131437,11.195165
4.108888,0.619018,0.127007,11.291049
4.380160,0.654266,0.122722,11.385845
4.650174,0.688155,0.118571,11.479600
4.919054,0.720750,0.114548,11.572362
5.186924,0.752112,0.110643,11.664177
5.453910,0.782299,0.106849,11.755092
5.720135,0.811362,0.103158,11.845154
5.985725,0.839351,0.099565,11.934407
6.250807,0.866311,0.096063,12.022896
6.515508,0.892283,0.092645,12.110667
6.779957,0.917308,0.089306,12.197764
7.044284,0.941420,0.086041,12.284232
7.308618,0.964653,0.082842,12.370111
7.573102,0.987038,0.079701,12.455452
7.837882,1.008604,0.076610,12.540289
8.103209,1.029382,0.073572,12.624687
8.369336,1.049402,0.070590,12.708728
8.636285,1.068676,0.067665,12.792426
8.904026,1.087212,0.064799,12.875798
9.172535,1.105020,0.061995,12.958863
9.441783,1.122111,0.059254,13.041634
9.711745,1.138496,0.056578,13.124127
9.982393,1.154187,0.053969,13.206356
10.253699,1.169197,0.051428,13.288332
10.525635,1.183539,0.048958,13.370067
10.798174,1.197228,0.046559,13.451569
11.071287,1.210280,0.044234,13.532847
11.344945,1.222710,0.041984,13.613908
11.619120,1.234535,0.039810,13.694757
11.893782,1.245772,0.037714,13.775399
12.168904,1.256440,0.035698,13.855835
12.444454,1.266557,0.033761,13.936066
12.720404,1.276142,0.031907,14.016092
12.996725,1.285217,0.030135,14.095912
13.273387,1.293800,0.028446,14.175522
13.550360,1.301913,0.026843,14.254918
13.827614,1.309577,0.025319,14.334092
14.105113,1.316814,0.023849,14.413036
14.382824,1.323642,0.022406,14.491694
14.660713,1.330070,0.020985,14.569883
14.938752,1.336102,0.019585,14.647559
15.216911,1.341745,0.018208,14.724727
15.495159,1.347003,0.016854,14.801389
15.773467,1.351882,0.015523,14.877550
16.051805,1.356388,0.014215,14.953213
16.330143,1.360526,0.012932,15.028382
16.608450,1.364303,0.011673,15.103059
16.886698,1.367726,0.010438,15.177248
17.164856,1.370801,0.009229,15.250952
17.442894,1.373534,0.008046,15.324172
17.720785,1.375934,0.006889,15.396913
17.998458,1.378007,0.005759,15.469167
18.275834,1.379761,0.004654,15.540923
18.552914,1.381203,0.003575,15.612191
18.829713,1.382341,0.002521,15.682982
19.106245,1.383183,0.001491,15.753308
19.382534,1.383737,0.000484,15.823181
19.658624,1.384009,0.000484,15.892618
19.934562,1.384006,-0.000476,15.961638
20.210370,1.383736,-0.001413,16.030252
20.486063,1.383204,-0.002326,16.098469
20.761654,1.382417,-0.003218,16.166300
21.037160,1.381382,-0.004087,16.233754
21.312590,1.380105,-0.004947,16.300837
21.587956,1.378590,-0.005834,16.367552
21.863269,1.376837,-0.006780,16.366514
22.138543,1.374831,-0.007792,16.200470
22.413795,1.372557,-0.008869,16.033169
22.689041,1.369995,-0.010012,15.864554
22.964297,1.367127,-0.011222,15.694565
23.239579,1.363935,-0.012498,15.523134
23.514904,1.360400,-0.013841,15.350189
23.790288,1.356504,-0.015252,15.175650
24.065750,1.352227,-0.016730,14.999432
24.341306,1.347551,-0.018277,14.821441
24.616975,1.342456,-0.019893,14.641577
24.892776,1.336922,-0.021578,14.459730
25.168730,1.330929,-0.023334,14.275784
25.444856,1.324458,-0.025161,14.089610
25.721176,1.317486,-0.027060,13.901073
25.997709,1.309994,-0.029032,13.710026
26.274479,1.301959,-0.031078,13.516309
26.551507,1.293359,-0.033199,13.319752
26.828817,1.284173,-0.035396,13.120170
27.106435,1.274376,-0.037671,12.917357
27.384386,1.263945,-0.040026,12.711106
27.662687,1.252856,-0.042464,12.501186
27.941404,1.241081,-0.045027,12.287316
28.220594,1.228589,-0.047921,12.070070
28.500213,1.215320,-0.051358,11.852980
28.780208,1.201148,-0.055383,11.637559
29.060544,1.185909,-0.060001,11.424405
29.341184,1.169438,-0.065218,11.214043
29.622090,1.151564,-0.071037,11.006939
29.903220,1.132118,-0.077464,10.803499
30.184529,1.110928,-0.084502,10.604079
30.465966,1.087822,-0.092153,10.408983
30.747480,1.062627,-0.100421,10.218472
31.029012,1.035171,-0.109306,10.032766
31.310501,1.005279,-0.118810,9.852046
31.591877,0.972780,-0.128934,9.676457
31.873068,0.937503,-0.139676,9.506116
32.153995,0.899278,-0.151036,9.341108
32.434572,0.857937,-0.163012,9.181494
32.714706,0.813317,-0.175600,9.027312
32.994299,0.765254,-0.188796,8.878580
33.273244,0.713592,-0.202595,8.735300
33.551426,0.658177,-0.216991,8.597458
33.828725,0.598863,-0.231975,8.465032
